"","cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname","category","who_hazard_class"
"259",24462,"human","TDLo","oral","11","GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: NAUSEA OR VOMITING","Lancet., 2(700), 1960 [PMID:13750037]","Cupric Sulfate","Terrestrial","Ib"
"260",24743,"rat","LD50","oral","9600","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(92), 1977","Desmedipham","Terrestrial","U"
"261",24743,"mouse","LD50","oral","500","NULL","Pesticide Manual., 9(237), 1991","Desmedipham","Terrestrial","II"
"262",24743,"quail","LD50","oral","2480","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Desmedipham","Terrestrial","III"
"263",24744,"rat","LD50","skin","500","NULL","World Review of Pest Control., 9(119), 1970","Phenmedipham","Terrestrial","II"
"264",24744,"rat","LD50","unreported","800","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982","Phenmedipham","Terrestrial","II"
"265",25670,"quail","LD50","oral","15","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Terbufos","Terrestrial","Ib"
"266",27189,"rabbit","LD50","skin","4640","NULL","Pesticide & Toxic Chemical News., 8(22), 1980","Napropamide","Terrestrial","III"
"267",2728,"rat","LD50","oral","1200","SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Archives of Environmental Health., 19(621), 1969 [PMID:5350433]","Chlorpropham","Terrestrial","II"
"268",2728,"rat","LD50","intraperitoneal","700","NULL","Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]","Chlorpropham","Terrestrial","II"
"269",2728,"rat","LD50","unreported","3350","NULL","Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]","Chlorpropham","Terrestrial","III"
"270",2728,"mouse","LD50","oral","3650","NULL","Food Additives and Contaminants., 16(173), 1999 [PMID:10560570]","Chlorpropham","Terrestrial","III"
"271",2728,"mouse","LD50","intraperitoneal","2600","NULL","Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]","Chlorpropham","Terrestrial","III"
"272",2730,"man","TDLo","oral","300","PERIPHERAL NERVE AND SENSATION: PARESTHESIS; BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: COMA","Archives of Toxicology., 59(176), 1986 [PMID:2434058]","Chlorpyrifos","Terrestrial","II"
"273",2730,"rat","LD50","oral","82","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Chlorpyrifos","Terrestrial","II"
"274",2730,"rat","LD50","skin","202","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Chlorpyrifos","Terrestrial","II"
"275",2730,"rat","LD50","unreported","150","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(339), 1971","Chlorpyrifos","Terrestrial","II"
"276",2730,"mouse","LD50","oral","60","NULL","Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 13(11), 1978 [PMID:75904]","Chlorpyrifos","Terrestrial","II"
"277",2730,"mouse","LD50","skin","120","NULL","Yakkyoku.  Pharmacy., 38(745), 1987","Chlorpyrifos","Terrestrial","II"
"278",2730,"guinea pig","LD50","oral","504","NULL","Farm Chemicals Handbook., -(C74), 1991","Chlorpyrifos","Terrestrial","II"
"279",2730,"guinea pig","LDLo","subcutaneous","100","NULL","Journal of Economic Entomology., 60(733), 1967","Chlorpyrifos","Terrestrial","II"
"280",2730,"pigeon","LD50","oral","10","NULL","ASTM Special Technical Publication., (680)(157), 1979","Chlorpyrifos","Terrestrial","Ib"
"281",2730,"duck","LD50","oral","76","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Chlorpyrifos","Aquatic","II"
"282",2730,"mammal (species unspecified)","LD50","unreported","163","NULL","Journal of Agricultural and Food Chemistry., 27(712), 1979","Chlorpyrifos","Terrestrial","II"
"283",2730,"bird - wild","LD50","oral","5","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Chlorpyrifos","Terrestrial","Ib"
"284",2730,"mouse","LD50","intraperitoneal","192","NULL","Toxicology and Applied Pharmacology., 65(144), 1982 [PMID:6183791]","Chlorpyrifos","Terrestrial","II"
"285",27982,"rat","LD50","oral","3400","NULL","Zhurnal Eksperimental'noi i Klinicheskoi Meditsiny.  Journal of Experimental and Clinical Medicine., 20(274), 1980","Ethephon","Terrestrial","III"
"286",27982,"mouse","LD50","oral","2850","NULL","Pharmazie., 32(181), 1977","Ethephon","Terrestrial","III"
"287",27982,"mouse","LD50","intraperitoneal","1500","NULL","Journal of Agricultural and Food Chemistry., 39(380), 1991","Ethephon","Terrestrial","II"
"288",27982,"rabbit","LD50","skin","5730","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethephon","Terrestrial","U"
"289",27982,"guinea pig","LD50","oral","4200","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(8)(79), 1983","Ethephon","Terrestrial","III"
"290",27982,"quail","LD50","oral","1072","NULL","Pesticide Manual., 9(341), 1991","Ethephon","Terrestrial","II"
"291",27982,"mammal (species unspecified)","LD50","unreported","4200","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(384), 1971","Ethephon","Terrestrial","III"
"292",2912,"rat","LD50","skin","1600","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A110(1984)","Cypermethrin","Terrestrial","II"
"293",2912,"rat","LD50","intraperitoneal","404","BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT","Weisheng Dulixue Zazhi.  Journal of Health Toxicology., 3(184), 1989","Cypermethrin","Terrestrial","II"
"294",2912,"rat","LDLo","intravenous","6","BEHAVIORAL: TREMOR; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Archives of Toxicology., 45(325), 1980 [PMID:7447703]","Cypermethrin","Terrestrial","Ib"
"295",2912,"rat","LD50","unreported","400","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(10)(70), 1984","Cypermethrin","Terrestrial","II"
"296",2912,"mouse","LD50","intraperitoneal","25","NULL","Indian Journal of Pharmacology., 22(42), 1990","Cypermethrin","Terrestrial","Ib"
"297",2912,"rabbit","LD50","oral","1500","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Journal of Environmental Biology., 11(331), 1990","Cypermethrin","Terrestrial","II"
"298",2912,"rabbit","LD50","skin","2400","NULL","Pesticide Manual., 9(208), 1991","Cypermethrin","Terrestrial","III"
"299",2912,"guinea pig","LD50","oral","500","NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin","Terrestrial","II"
"300",2912,"hamster","LD50","oral","400","NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin","Terrestrial","II"
"301",2912,"mammal (species unspecified)","LD50","skin","2355","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 56(4)(83), 1991","Cypermethrin","Terrestrial","III"
"302",29393,"rat","LD50","oral","10000","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(44), 1977","Oryzalin","Terrestrial","U"
"303",29732,"rat","LD50","oral","3500","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(205), 1977","Oxadiazon","Terrestrial","III"
"304",29732,"rat","LD50","skin","5200","NULL","Nippon Yakurigaku Zasshi.  Japanese Journal of Pharmacology., 69(2)(48P), 1973","Oxadiazon","Terrestrial","U"
"305",3017,"human","TDLo","oral","214","BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: MUSCLE WEAKNESS; SKIN AND APPENDAGES (SKIN): SWEATING: OTHER","Clinical Toxicology., 12(435), 1978 [PMID:657758]","Diazinon","Terrestrial","II"
"306",3017,"rat","LD50","oral","66","NULL","Down to Earth., 35(25), 1979","Diazinon","Terrestrial","II"
"307",3017,"rat","LD50","skin","180","NULL","Proceedings of the Annual Meeting of the New Jersey Mosquito Extermination Association., -(155), 1957","Diazinon","Terrestrial","II"
"308",3017,"rat","LD50","intratracheal","210","NULL","JAT, Journal of Applied Toxicology., 19(133), 1999 [PMID:10215185]","Diazinon","Terrestrial","II"
"309",3017,"rat","LD50","unreported","250","NULL","Rinsho Shinkeigaku.  Clinical Neurology., 23(101), 1983","Diazinon","Terrestrial","II"
"310",3017,"mouse","LD50","oral","17","NULL","Shokuhin Eiseigaku Zasshi.  Food Hygiene Journal., 24(268), 1983","Diazinon","Terrestrial","Ib"
"311",3017,"mouse","LD50","skin","2750","NULL","Journal of Toxicology and Environmental Health., 9(491), 1982 [PMID:7097799]","Diazinon","Terrestrial","III"
"312",3017,"mouse","LD50","intraperitoneal","33","NULL","Toxicology and Applied Pharmacology., 2(495), 1960 [PMID:13750404]","Diazinon","Terrestrial","Ib"
"313",3017,"mouse","LD50","subcutaneous","58","NULL","Osaka Igaku Zasshi., 71(6099), 1959","Diazinon","Terrestrial","II"
"314",3017,"mouse","LD50","intravenous","180","NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#00023","Diazinon","Terrestrial","II"
"315",3017,"rabbit","LD50","oral","143","NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon","Terrestrial","II"
"316",3017,"rabbit","LD50","skin","3600","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A131(1983)","Diazinon","Terrestrial","III"
"317",3017,"pig","LD50","oral","320","NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon","Terrestrial","II"
"318",3017,"pig","LD50","skin","633","NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon","Terrestrial","II"
"319",3017,"guinea pig","LD50","oral","250","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Diazinon","Terrestrial","II"
"320",3017,"mammal (species unspecified)","LD50","unreported","76","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(338), 1971","Diazinon","Terrestrial","II"
"321",3017,"bird - wild","LD50","oral","2","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Diazinon","Terrestrial","Ia"
"322",3017,"rat","LD50","intraperitoneal","65","NULL","Arzneimittel-Forschung. Drug Research., 5(436), 1955 [PMID:13276245]","Diazinon","Terrestrial","II"
"323",3030,"rat","LD50","oral","1039","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Dicamba","Terrestrial","II"
"324",3030,"mouse","LD50","oral","1190","NULL","Hygiene and Sanitation, 35(7-9)(14), 1970","Dicamba","Terrestrial","II"
"325",3030,"mouse","LD50","unreported","700","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Dicamba","Terrestrial","II"
"326",3031,"rat","LD50","oral","2710","NULL","Residue Reviews., 10(97), 1965 [PMID:4865270]","2,6-Dichlorobenzonitrile","Terrestrial","III"
"327",3031,"rat","LD50","unreported","500","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(145), 1971","2,6-Dichlorobenzonitrile","Terrestrial","II"
"328",3031,"mouse","LD50","oral","2056","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(73), 1976","2,6-Dichlorobenzonitrile","Terrestrial","III"
"329",3031,"mouse","LD","skin","200","SENSE ORGANS AND SPECIAL SENSES: DEVIATED NASAL SEPTUM: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: OTHER CHANGES: OLFACTION","Neurotoxicology., 15(287), 1994 [PMID:7991217]","2,6-Dichlorobenzonitrile","Terrestrial","II"
"330",3031,"mouse","LD50","intraperitoneal","360","NULL","Farmaco, Edizione Scientifica., 41(41), 1986 [PMID:3956718]","2,6-Dichlorobenzonitrile","Terrestrial","II"
"331",3031,"rabbit","LD50","oral","270","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LIVER: OTHER CHANGES","Food and Cosmetics Toxicology., 6(261), 1968 [PMID:4233583]","2,6-Dichlorobenzonitrile","Terrestrial","II"
"332",3031,"rabbit","LD50","skin","1350","NULL","Guide to the Chemicals Used in Crop Protection., 6(177), 1973","2,6-Dichlorobenzonitrile","Terrestrial","II"
"333",3031,"guinea pig","LD50","oral","681","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(337), 1966","2,6-Dichlorobenzonitrile","Terrestrial","II"
"334",3032791,"rat","LD50","oral","6640","SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl","Terrestrial","U"
"335",3032791,"rat","LD50","intraperitoneal","1140","SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl","Terrestrial","II"
"336",3032791,"mouse","LD50","oral","3400","SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl","Terrestrial","III"
"337",3032791,"mouse","LD50","intraperitoneal","790","SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl","Terrestrial","II"
"338",3032791,"rabbit","LD50","oral","2270","SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl","Terrestrial","III"
"339",3032791,"guinea pig","LD50","oral","3640","SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl","Terrestrial","III"
"340",30332,"women","TDLo","oral","60","VASCULAR: OTHER CHANGES; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: GASTRITIS","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide","Terrestrial","II"
"341",30332,"man","TDLo","oral","21","VASCULAR: OTHER CHANGES; GASTROINTESTINAL: GASTRITIS","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide","Terrestrial","Ib"
"342",30332,"women","LDLo","oral","180","CARDIAC: PULSE RATE INCREASE WITHOUT FALL IN BP; LIVER: JAUNDICE, OTHER OR UNCLASSIFIED; KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS)","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide","Terrestrial","II"
"343",30332,"man","LDLo","oral","86","BEHAVIORAL: COMA; VASCULAR: OTHER CHANGES; GASTROINTESTINAL: NAUSEA OR VOMITING","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide","Terrestrial","II"
"344",30479,"rat","LD50","oral","1100","NULL","Farm Chemicals Handbook., -(C204), 1991","Metribuzin","Terrestrial","II"
"345",30479,"rat","LD50","intraperitoneal","239","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin","Terrestrial","II"
"346",30479,"rat","LD50","subcutaneous","814","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin","Terrestrial","II"
"347",30479,"mouse","LD50","oral","564","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin","Terrestrial","II"
"348",30479,"mouse","LD50","intraperitoneal","210","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Pesticide Biochemistry and Physiology., 23(123), 1984","Metribuzin","Terrestrial","II"
"349",30479,"mouse","LD50","subcutaneous","367","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin","Terrestrial","II"
"350",30479,"cat","LD50","oral","500","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A280(1983)","Metribuzin","Terrestrial","II"
"351",30479,"guinea pig","LD50","oral","250","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Metribuzin","Terrestrial","II"
"352",30479,"quail","LD50","oral","164","NULL","Pesticide Manual., 8(573), 1987","Metribuzin","Terrestrial","II"
"353",30479,"quail","LD50","unreported","168","NULL","Farm Chemicals Handbook., -(C204), 1991","Metribuzin","Terrestrial","II"
"354",30692,"rat","LD50","oral","679","SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: TREMOR; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(207), 1992","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"355",30692,"rabbit","LD50","skin","642","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"356",30692,"rat","LD50","oral","1590","NULL","Buckman Laboratories, Inc., TCMTB(1981)","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"357",30692,"rabbit","LD50","skin","200","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"358",30692,"duck","LD50","oral","1310","NULL","Buckman Laboratories, Inc., TCMTB(1981)","2-(Thiocyanomethylthio)benzothiazole","Aquatic","II"
"359",30692,"rat","LD50","oral","2538","NULL","Buckman Laboratories, Inc., 14FEB1980","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","III"
"360",30692,"rat","LD50","intraperitoneal","73","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"361",30692,"rat","LD50","subcutaneous","1300","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"362",30692,"mouse","LD50","oral","445","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"363",30692,"mouse","LD50","intraperitoneal","143","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"364",30692,"mouse","LD50","subcutaneous","205","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole","Terrestrial","II"
"365",3082,"man","TDLo","oral","286","PERIPHERAL NERVE AND SENSATION: FASCICULATIONS; BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Intensive Care Medicine., 12(110), 1986 [PMID:3700838]","Dimethoate","Terrestrial","II"
"366",3082,"human","LD50","oral","30","NULL","Guide to the Chemicals Used in Crop Protection., 6(209), 1973","Dimethoate","Terrestrial","Ib"
"367",3082,"man","TDLo","oral","300","BEHAVIORAL: COMA; CARDIAC: PULSE RATE; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION","Journal of Toxicology, Clinical Toxicology., 24(69), 1986 [PMID:2871196]","Dimethoate","Terrestrial","II"
"368",3082,"man","TDLo","oral","357","BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; CARDIAC: CARDIOMYOPATHY INCLUDING INFARCTION; KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS)","Journal of Toxicology, Clinical Toxicology., 32(61), 1994 [PMID:8308950]","Dimethoate","Terrestrial","II"
"369",3082,"rat","LD50","oral","60","NULL","Yakkyoku.  Pharmacy., 30(623), 1979","Dimethoate","Terrestrial","II"
"370",3082,"rat","LD50","skin","353","NULL","British Journal of Industrial Medicine., 26(59), 1969 [PMID:5777792]","Dimethoate","Terrestrial","II"
"371",3082,"rat","LD50","intraperitoneal","100","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
"372",3082,"rat","LD50","subcutaneous","350","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
"373",3082,"rat","LD50","intravenous","450","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
"374",3082,"rat","LD50","unreported","215","NULL","Yakkyoku.  Pharmacy., 28(225), 1977","Dimethoate","Terrestrial","II"
"375",3082,"mouse","LD50","oral","60","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
"376",3082,"mouse","LD50","intraperitoneal","45","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","Ib"
"377",3082,"mouse","LD50","unreported","158","NULL","Rinsho Shinkeigaku.  Clinical Neurology., 23(101), 1983","Dimethoate","Terrestrial","II"
"378",3082,"dog","LD50","oral","400","NULL","Special Publication of the Entomological Society of America., 78-1(31), 1978","Dimethoate","Terrestrial","II"
"379",3082,"cat","LD50","oral","100","BEHAVIORAL: EXCITEMENT","Gigiena i Sanitariya.  For English translation, see HYSAAV., 28(3)(21), 1963","Dimethoate","Terrestrial","II"
"380",3082,"rabbit","LD50","oral","300","NULL","Special Publication of the Entomological Society of America., 78-1(31), 1978","Dimethoate","Terrestrial","II"
"381",3082,"guinea pig","LD50","oral","350","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(395), 1966","Dimethoate","Terrestrial","II"
"382",3082,"guinea pig","LD50","skin","965","NULL","Toxicology and Applied Pharmacology., 3(210), 1961 [PMID:13784573]","Dimethoate","Terrestrial","II"
"383",3082,"guinea pig","LD10","intraperitoneal","390","NULL","Toxicology and Applied Pharmacology., 8(259), 1966 [PMID:5956878]","Dimethoate","Terrestrial","II"
"384",3082,"hamster","LD50","intraperitoneal","160","NULL","Archives of Toxicology., 58(152), 1986 [PMID:3964078]","Dimethoate","Terrestrial","II"
"385",3082,"hamster","LD50","subcutaneous","60","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
"386",3082,"chicken","LD50","oral","25","NULL","Journal of Agricultural and Food Chemistry., 11(91), 1963","Dimethoate","Terrestrial","Ib"
"387",3082,"quail","LD50","oral","25","NULL","Journal of Agricultural and Food Chemistry., 29(772), 1981 [PMID:7276382]","Dimethoate","Terrestrial","Ib"
"388",3082,"duck","LD50","oral","42","NULL","Down to Earth., 35(25), 1979","Dimethoate","Aquatic","Ib"
"389",3082,"mouse","LD50","subcutaneous","60","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
"390",3082,"hamster","LD50","oral","200","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate","Terrestrial","II"
