cid,organism,testtype,route,dose,effect,reference,cmpdname,
1982,bird - domestic,LD50,oral,106 mg/kg,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Archives of Environmental Contamination and Toxicology., 10(185), 1981 [PMID:7224670]",Acephate,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
1988,rat,LD50,oral,763 mg/kg,NULL,"Problemi na Khigienata.  Problems in Hygiene., 15(96), 1990 [PMID:2099469]",Acetochlor,
1988,rat,LD50,intraperitoneal,1200 mg/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985",Acetochlor,
1988,mouse,LD50,oral,1550 mg/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985",Acetochlor,
1988,rabbit,LD50,oral,600 mg/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 53(5)(84), 1988",Acetochlor,
1988,rabbit,LDLo,skin,1260 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); LIVER: OTHER CHANGES,"National Technical Information Service., OTS0536766",Acetochlor,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
2078,rat,LD50,oral,930 mg/kg,NULL,"Toxicology and Industrial Health., 3(383), 1987 [PMID:3686540]",Alachlor,
2078,rat,LC50,inhalation,&gt;23400 mg/m3/6,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A004(1984)",Alachlor,
2078,rat,LD50,skin,1200 mg/kg,NULL,"Yakkyoku.  Pharmacy., 38(89), 1987",Alachlor,
2078,rat,LDLo,intraperitoneal,600 mg/kg,LIVER: OTHER CHANGES,"Toxicologist., 48(392), 1999",Alachlor,
2078,mouse,LD50,oral,462 mg/kg,NULL,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977",Alachlor,
2078,rabbit,LD50,oral,1740 mg/kg,NULL,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(75), 1999",Alachlor,
2078,rabbit,LC50,inhalation,&gt;5100 mg/m3,NULL,"Toxicology and Industrial Health., 3(383), 1987 [PMID:3686540]",Alachlor,
2078,rabbit,LD50,skin,3500 mg/kg,NULL,"Guide to the Chemicals Used in Crop Protection., 6(3), 1973",Alachlor,
2078,mammal (species unspecified),LD50,oral,3 gm/kg,NULL,"Guide to the Chemicals Used in Crop Protection., 6(3), 1973",Alachlor,
2078,mammal (species unspecified),LD50,unreported,1200 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(126), 1971",Alachlor,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
21307,rat,LD50,oral,430 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979",Carboxin,
21307,rat,LC50,inhalation,&gt;20 gm/m3/1H,NULL,"Pesticide Manual., 9(130), 1991",Carboxin,
21307,rat,LD50,skin,1050 mg/kg,NULL,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979",Carboxin,
21307,mouse,LD50,oral,3200 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979",Carboxin,
21307,rabbit,LD50,skin,8 gm/kg,NULL,"Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(1104), 1986",Carboxin,
21307,chicken,LD50,oral,24 gm/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: CYANOSIS","Veterinariya.  Veterinary Science., 54(6)(85), 1978",Carboxin,
21307,mammal (species unspecified),LD50,unreported,3200 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(423), 1971",Carboxin,
21307,bird - wild,LD50,oral,42200 ug/kg,NULL,"Archives of Environmental Contamination and Toxicology., 12(355), 1983 [PMID:6882015]",Carboxin,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
21873022,rat,LD50,oral,&gt;5 gm/kg,NULL,"Farm Chemicals Handbook., -(C28), 1991",Imazamethabenz,
21873022,rat,LD50,skin,&gt;2 gm/kg,NULL,"Weeds and Weed Control., 28(1), 1987",Imazamethabenz,
21873022,mouse,LD50,oral,&gt;5 gm/kg,NULL,"Weeds and Weed Control., 28(1), 1987",Imazamethabenz,
21873022,rabbit,LD50,oral,4500 mg/kg,NULL,"Weeds and Weed Control., 28(1), 1987",Imazamethabenz,
21873022,rabbit,LD50,skin,&gt;2 gm/kg,NULL,"Weeds and Weed Control., 28(1), 1987",Imazamethabenz,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
21954,rat,LD50,oral,3800 mg/kg,NULL,"World Review of Pest Control., 9(119), 1970",Maleic hydrazide,
21954,rat,LC50,inhalation,&gt;20 gm/m3,NULL,"Pesticide Manual., 9(526), 1991",Maleic hydrazide,
21954,rabbit,LD50,skin,&gt;4 gm/kg,NULL,"World Review of Pest Control., 9(119), 1970",Maleic hydrazide,
21954,quail,LD50,oral,&gt;10 gm/kg,NULL,"Pesticide Manual., 9(526), 1991",Maleic hydrazide,
21954,duck,LD50,oral,&gt;10 gm/kg,NULL,"Pesticide Manual., 9(526), 1991",Maleic hydrazide,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
22188,rat,LD50,parenteral,7500 mg/kg,NULL,"Defense des Vegetaux., 26(5), 1972",Terbacil,
22188,mammal (species unspecified),LD,skin,&gt;5 gm/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A381(1984)",Terbacil,
22188,mammal (species unspecified),LD50,unreported,5 gm/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(421), 1971",Terbacil,
22188,rat,LD50,oral,1700 mg/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., OTS0570807",Terbacil,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
2319,rat,LD50,oral,10 gm/kg,NULL,"Farm Chemicals Handbook., -(C123), 1991",Benfluralin,
2319,mouse,LD50,oral,5 gm/kg,NULL,"Pesticides Symposia; Collection of Papers Presented at the Sixth & Seventh Inter-American Conferences on Toxicology and Occupational Medicine, Miami, FL, Miami, FL, J.L. Halos, 1968-70, 6(263), 1968/1970",Benfluralin,
2319,dog,LD50,oral,&gt;2 gm/kg,NULL,"Pesticide Manual., 9(56), 1991",Benfluralin,
2319,rabbit,LD50,oral,&gt;2 gm/kg,NULL,"Pesticide Manual., 9(56), 1991",Benfluralin,
2319,chicken,LD50,oral,&gt;2 gm/kg,NULL,"Pesticide Manual., 9(56), 1991",Benfluralin,
2319,quail,LD50,oral,&gt;2 gm/kg,NULL,"Pesticide Manual., 9(56), 1991",Benfluralin,
2319,duck,LD50,oral,&gt;2 gm/kg,NULL,"Pesticide Manual., 9(56), 1991",Benfluralin,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
2328,rat,LD50,oral,1100 mg/kg,NULL,"Guide to the Chemicals Used in Crop Protection., 6(36), 1973",Bentazone,
2328,rat,LC50,inhalation,5100 mg/m3/4H,NULL,"Pesticide Manual., 9(65), 1991",Bentazone,
2328,rat,LD50,skin,2500 mg/kg,NULL,"Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976",Bentazone,
2328,rat,LD50,parenteral,1100 mg/kg,NULL,"Defense des Vegetaux., 26(5), 1972",Bentazone,
2328,mouse,LD50,oral,1130 mg/kg,NULL,"Yakkyoku.  Pharmacy., 37(319), 1986",Bentazone,
2328,dog,LD50,oral,450 mg/kg,NULL,"Pesticide Science., 3(242a), 1972",Bentazone,
2328,cat,LD50,oral,500 mg/kg,NULL,"Guide to the Chemicals Used in Crop Protection., 6(36), 1973",Bentazone,
2328,rabbit,LD50,oral,750 mg/kg,NULL,"Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976",Bentazone,
2328,quail,LD50,oral,720 mg/kg,NULL,"Guide to the Chemicals Used in Crop Protection., 6(36), 1973",Bentazone,
2328,duck,LD50,oral,15 gm/kg,NULL,"Defense des Vegetaux., 27(78), 1973",Bentazone,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
23664719,rat,LD50,oral,700 mg/kg,NULL,"Farm Chemicals Handbook., -(C211), 1991",Monosodium methanearsonate,
23664719,rat,LC50,inhalation,&gt;20 gm/m3,NULL,"Farm Chemicals Handbook., -(C211), 1991",Monosodium methanearsonate,
23664719,rabbit,LD50,oral,102 mg/kg,"BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]",Monosodium methanearsonate,
23664719,rabbit,LC50,inhalation,&gt;20 gm/m3/4H,NULL,"Farm Chemicals Handbook., -(C52), 1991",Monosodium methanearsonate,
23664719,rabbit,LD50,skin,2500 mg/kg,NULL,"Farm Chemicals Handbook., -(C211), 1991",Monosodium methanearsonate,
23664719,cattle,LD50,oral,230 mg/kg,NULL,"Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]",Monosodium methanearsonate,
23664719,mammal (species unspecified),LD50,unreported,50 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(260), 1971",Monosodium methanearsonate,
23664719,mouse,LD50,oral,300 mg/kg,NULL,"Bulletin of Environmental Contamination and Toxicology., 22(143), 1979 [PMID:465771]",Monosodium methanearsonate,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
23665571,rat,LD50,oral,&gt;5 gm/kg,NULL,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999",Potassium oleate,
23665571,rat,LC50,inhalation,5610 mg/kg,NULL,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999",Potassium oleate,
23665571,rat,LD50,skin,&gt;2 gm/kg,NULL,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999",Potassium oleate,
23665571,mouse,LD50,oral,&gt;5 gm/kg,NULL,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999",Potassium oleate,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
23978,human,TDLo,oral,120 ug/kg,GASTROINTESTINAL: NAUSEA OR VOMITING,"Public Health Reports., 73(910), 1958 [PMID:13591476]",Copper,
23978,mouse,LD50,intraperitoneal,3500 ug/kg,NULL,"Patty's Industrial Hygiene and Toxicology, 3rd rev. ed., Clayton, G.D., and F.E. Clayton, eds., New York, John Wiley & Sons, Inc., 1978-82.  Vol. 3 originally pub. in 1979; pub. as 2n rev. ed. in 1985., 2A(1623), 1981",Copper,
23978,rabbit,LDLo,subcutaneous,375 mg/kg,"LIVER: HEPATITIS (HEPATOCELLULAR NECROSIS), ZONAL; LIVER: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: OTHER CHANGES","American Journal of Pathology., 1(117), 1925",Copper,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
23994,human,TCLo,inhalation,124 mg/m3/50M,"LUNGS, THORAX, OR RESPIRATION: COUGH; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): SWEATING: OTHER","Archiv fuer Hygiene., 72(358), 1910",Zinc,
23994,duck,LDLo,oral,388 mg/kg,AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; BEHAVIORAL: ATAXIA; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT,"Journal of Wildlife Diseases., 36(111), 2000 [PMID:10682752]",Zinc,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
24462,women,TDLo,oral,2100 ug/kg/5W-,"GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: OTHER CHANGES","Toxicologist., 54(73), 2000",Cupric Sulfate,
24462,man,LDLo,oral,857 mg/kg,GASTROINTESTINAL: NAUSEA OR VOMITING,"Archiv fuer Toxikologie., 17(20), 1958",Cupric Sulfate,
24462,child,TDLo,oral,150 mg/kg,"KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA","American Journal of Diseases of Children., 131(149), 1977 [PMID:835530]",Cupric Sulfate,
24462,human,LDLo,oral,50 mg/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: HEMORRHAGE","JAMA, Journal of the American Medical Association., 235(801), 1976",Cupric Sulfate,
24462,rat,LD50,oral,300 mg/kg,NULL,"Antifungal Compounds, Siegel, M.R., and H.D. Sisler, eds., 2 vols., New York, Marcel Dekker 1977, 1(507), 1977",Cupric Sulfate,
24462,rat,LD50,intraperitoneal,20 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Indian Journal of Pharmacology., 23(153), 1991",Cupric Sulfate,
24462,rat,LD50,subcutaneous,43 mg/kg,NULL,"Proceedings of the European Society of Toxicology., 16(252), 1975",Cupric Sulfate,
24462,rat,LD50,intravenous,48900 ug/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Indian Journal of Pharmacology., 23(153), 1991",Cupric Sulfate,
24462,rat,LD50,unreported,520 mg/kg,NULL,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982",Cupric Sulfate,
24462,mouse,LD50,oral,369 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Indian Journal of Pharmacology., 23(153), 1991",Cupric Sulfate,
24462,mouse,LDLo,subcutaneous,500 ug/kg,NULL,"Tokyo Joshi Ika Daigaku Zasshi.  Journal of Tokyo Women's Medical College., 48(313), 1978",Cupric Sulfate,
24462,mouse,LD50,intravenous,23300 ug/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Indian Journal of Pharmacology., 23(153), 1991",Cupric Sulfate,
24462,rabbit,LD50,intravenous,10 mg/kg,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Industrial Hygiene and Toxicology., 31(301), 1949",Cupric Sulfate,
24462,guinea pig,LDLo,intravenous,2 mg/kg,NULL,"Environmental Quality and Safety, Supplement., 1(1), 1975 [PMID:1057514]",Cupric Sulfate,
24462,frog,LDLo,intravenous,25 mg/kg,NULL,"Handbook of Toxicology, 4 vols., Philadelphia, W.B. Saunders Co., 1956-59, 1(76), 1955",Cupric Sulfate,
24462,mouse,LD50,intraperitoneal,7182 ug/kg,NULL,"Comptes Rendus Hebdomadaires des Seances, Academie des Sciences., 256(1043), 1963 [PMID:13968180]",Cupric Sulfate,
24462,women,LDLo,oral,47320 uL/kg,"GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; LIVER: HEPATITIS (HEPATOCELLULAR NECROSIS), DIFFUSE; KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS)","Nephron., 15(74), 1975 [PMID:1128758]",Cupric Sulfate,
24462,human,TDLo,oral,11 mg/kg,"GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: NAUSEA OR VOMITING","Lancet., 2(700), 1960 [PMID:13750037]",Cupric Sulfate,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
24743,rat,LD50,oral,9600 mg/kg,NULL,"Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(92), 1977",Desmedipham,
24743,mouse,LD50,oral,&gt;500 mg/kg,NULL,"Pesticide Manual., 9(237), 1991",Desmedipham,
24743,rabbit,LD50,skin,&gt;2 gm/kg,NULL,"Farm Chemicals Handbook., -(C99), 1991",Desmedipham,
24743,quail,LD50,oral,2480 mg/kg,NULL,"Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976",Desmedipham,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
24744,rat,LD50,oral,4 gm/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(4)(16), 1984",Phenmedipham,
24744,rat,LD50,skin,&gt;500 mg/kg,NULL,"World Review of Pest Control., 9(119), 1970",Phenmedipham,
24744,rat,LD50,unreported,800 mg/kg,NULL,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982",Phenmedipham,
24744,mouse,LD50,oral,&gt;8 gm/kg,NULL,"Pesticide Manual., 9(665), 1991",Phenmedipham,
24744,dog,LD50,oral,&gt;4 gm/kg,NULL,"Pesticide Manual., 9(665), 1991",Phenmedipham,
24744,rabbit,LD50,skin,10 mL/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A319(1983)",Phenmedipham,
24744,guinea pig,LD50,oral,&gt;4 gm/kg,NULL,"Pesticide Manual., 9(665), 1991",Phenmedipham,
24744,chicken,LD50,oral,&gt;3 gm/kg,NULL,"Pesticide Manual., 9(665), 1991",Phenmedipham,
24744,mammal (species unspecified),LD50,unreported,3 gm/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(204), 1971",Phenmedipham,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
25670,rat,LD50,oral,1600 ug/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A382(1983)",Terbufos,
25670,rat,LD50,skin,7400 ug/kg,NULL,"Pesticide Manual., 9(795), 1991",Terbufos,
25670,mouse,LD50,oral,3500 ug/kg,NULL,"Farm Chemicals Handbook., -(C297), 1991",Terbufos,
25670,rabbit,LD50,skin,1100 ug/kg/24H,NULL,"Farm Chemicals Handbook., -(C297), 1991",Terbufos,
25670,quail,LD50,oral,15 mg/kg,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]",Terbufos,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
27189,rat,LD50,oral,5 gm/kg,NULL,"Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(59), 1977",Napropamide,
27189,rat,LD50,parenteral,&gt;5 gm/kg,NULL,"Defense des Vegetaux., 26(5), 1972",Napropamide,
27189,mouse,LD50,oral,&gt;5 gm/kg,NULL,"Niigata Igakkai Zasshi.  Niigata Medical Journal., 87(289), 1973",Napropamide,
27189,mouse,LD50,intraperitoneal,&gt;1 gm/kg,NULL,"Niigata Igakkai Zasshi.  Niigata Medical Journal., 87(289), 1973",Napropamide,
27189,mouse,LD50,subcutaneous,&gt;1 gm/kg,NULL,"Niigata Igakkai Zasshi.  Niigata Medical Journal., 87(289), 1973",Napropamide,
27189,rabbit,LD50,skin,4640 mg/kg,NULL,"Pesticide & Toxic Chemical News., 8(22), 1980",Napropamide,
27189,guinea pig,LD50,skin,&gt;2 gm/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A292(1983)",Napropamide,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
2728,rat,LD50,oral,1200 mg/kg,"SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Archives of Environmental Health., 19(621), 1969 [PMID:5350433]",Chlorpropham,
2728,rat,LD50,intraperitoneal,700 mg/kg,NULL,"Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]",Chlorpropham,
2728,rat,LD50,unreported,3350 mg/kg,NULL,"Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]",Chlorpropham,
2728,mouse,LD50,oral,3650 mg/kg,NULL,"Food Additives and Contaminants., 16(173), 1999 [PMID:10560570]",Chlorpropham,
2728,mouse,LD50,intraperitoneal,2600 mg/kg,NULL,"Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]",Chlorpropham,
2728,duck,LD50,unreported,&gt;2 gm/kg,NULL,"Farm Chemicals Handbook., -(C73), 1991",Chlorpropham,
2728,mammal (species unspecified),LD50,unreported,3 gm/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(200), 1971",Chlorpropham,
2728,rabbit,LD50,oral,5 gm/kg,NULL,"Pharmacological Reviews., 14(225), 1962 [PMID:13883209]",Chlorpropham,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
2730,man,TDLo,oral,300 mg/kg,PERIPHERAL NERVE AND SENSATION: PARESTHESIS; BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: COMA,"Archives of Toxicology., 59(176), 1986 [PMID:2434058]",Chlorpyrifos,
2730,rat,LD50,oral,82 mg/kg,NULL,"Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]",Chlorpyrifos,
2730,rat,LC50,inhalation,&gt;200 mg/m3/4H,NULL,"Pesticide Manual., 9(166), 1991",Chlorpyrifos,
2730,rat,LD50,skin,202 mg/kg,NULL,"Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]",Chlorpyrifos,
2730,rat,LD50,unreported,150 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(339), 1971",Chlorpyrifos,
2730,mouse,LD50,oral,60 mg/kg,NULL,"Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 13(11), 1978 [PMID:75904]",Chlorpyrifos,
2730,mouse,LD50,skin,120 mg/kg,NULL,"Yakkyoku.  Pharmacy., 38(745), 1987",Chlorpyrifos,
2730,rabbit,LD50,oral,1 gm/kg,NULL,"Special Publication of the Entomological Society of America., 78-1(45), 1978",Chlorpyrifos,
2730,rabbit,LD50,skin,2 gm/kg,NULL,"Guide to the Chemicals Used in Crop Protection., 6(203), 1973",Chlorpyrifos,
2730,guinea pig,LD50,oral,504 mg/kg,NULL,"Farm Chemicals Handbook., -(C74), 1991",Chlorpyrifos,
2730,guinea pig,LDLo,subcutaneous,100 mg/kg,NULL,"Journal of Economic Entomology., 60(733), 1967",Chlorpyrifos,
2730,pigeon,LD50,oral,10 mg/kg,NULL,"ASTM Special Technical Publication., (680)(157), 1979",Chlorpyrifos,
2730,quail,LD50,oral,13300 ug/kg,NULL,"ASTM Special Technical Publication., (680)(157), 1979",Chlorpyrifos,
2730,duck,LD50,oral,76 mg/kg,NULL,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Chlorpyrifos,
2730,mammal (species unspecified),LD50,unreported,163 mg/kg,NULL,"Journal of Agricultural and Food Chemistry., 27(712), 1979",Chlorpyrifos,
2730,bird - wild,LD50,oral,5 mg/kg,NULL,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",Chlorpyrifos,
2730,mouse,LD50,intraperitoneal,192 mg/kg,NULL,"Toxicology and Applied Pharmacology., 65(144), 1982 [PMID:6183791]",Chlorpyrifos,
2730,chicken,LD50,oral,25400 ug/kg,PERIPHERAL NERVE AND SENSATION: FLACCID PARALYSIS WITHOUT ANESTHESIA (USUALLY NEUROMUSCULAR BLOCKAGE); BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Toxicology and Applied Pharmacology., 11(49), 1967 [PMID:6056155]",Chlorpyrifos,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
27982,rat,LD50,oral,3400 mg/kg,NULL,"Zhurnal Eksperimental'noi i Klinicheskoi Meditsiny.  Journal of Experimental and Clinical Medicine., 20(274), 1980",Ethephon,
