"cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname"
"16248","mouse","LD50","subcutaneous",940,"NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 17(60), 1970","Methiocarb"
"16248","guinea pig","LD50","oral",40,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Methiocarb"
"16248","pigeon","LD50","oral",13,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb"
"16248","chicken","LD50","oral",179,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 7(606), 1965 [PMID:5839395]","Methiocarb"
"16248","duck","LD50","oral",13,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb"
"16248","bird - wild","LD50","skin",100,"NULL","Toxicology and Applied Pharmacology., 26(154), 1973 [PMID:4748134]","Methiocarb"
"16562","rat","LD50","oral",1450,"NULL","Farmakologiya i Toksikologiya, 35(352), 1972 [PMID:5047307]","Fluometuron"
"16562","rat","LD50","intraperitoneal",685,"NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron"
"16562","mouse","LD50","oral",900,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Fluometuron"
"16562","mouse","LD50","intraperitoneal",552,"NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron"
"16562","mouse","LD50","unreported",850,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(233), 1971","Fluometuron"
"16562","rabbit","LD50","oral",2500,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron"
"16562","guinea pig","LD50","oral",810,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron"
"16683004","rat","LD50","oral",2630,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 1(17), 1977","Fenbutatin oxide"
"16683004","mouse","LD50","oral",1450,"NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide"
"16683004","dog","LD50","oral",1500,"NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide"
"16686","rat","LD50","oral",1200,"NULL","Agricultural Research Service, USDA Information Memorandum., 20(13), 1966","Dienochlor"
"16686","rat","LD50","unreported",3100,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(55), 1971","Dienochlor"
"16686","mouse","LD50","oral",16900,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(511), 1990","Dienochlor"
"16686","quail","LD50","oral",705,"NULL","Pesticide Manual., 9(271), 1991","Dienochlor"
"17110","rat","LD50","oral",660,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: OTHER CHANGES","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine"
"17110","rabbit","LD50","oral",535,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17110","rabbit","LD50","skin",2100,"GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; BLOOD: HEMORRHAGE; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine"
"17110","guinea pig","LD50","oral",176,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17110","quail","LD50","oral",788,"NULL","Pesticide Manual., 9(326), 1991","Dodine"
"17110","duck","LD50","oral",1142,"NULL","Pesticide Manual., 9(326), 1991","Dodine"
"17110","mouse","LD50","oral",266,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17432","rat","LD50","oral",1077,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(110), 1976","Etridiazole"
"17432","dog","LD50","oral",5000,"NULL","Toxicology and Applied Pharmacology., 19(400), 1971","Etridiazole"
"17432","rabbit","LD50","oral",779,"NULL","Toxicology and Applied Pharmacology., 56(164), 1980 [PMID:7466816]","Etridiazole"
"17432","rabbit","LD50","skin",1700,"NULL","Farm Chemicals Handbook., -(C131), 1991","Etridiazole"
"19649","human","TDLo","oral",400,"SENSE ORGANS AND SPECIAL SENSES: CHANGES IN VESTIBULAR FUNCTIONS: EAR","Revue Medicale de la Suisse Romande., 73(854), 1953 [PMID:13135116]","Streptomycin"
"19649","human","TDLo","intraperitoneal",143,"VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","British Medical Journal., 1(556), 1961","Streptomycin"
"19649","human","TDLo","parenteral",28,"BLOOD: EOSINOPHILIA","Revue Medicale de la Suisse Romande., 73(820), 1953 [PMID:13135114]","Streptomycin"
"19649","rat","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","rat","LDLo","intravenous",175,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","mouse","LD50","oral",500,"NULL","Yakkyoku.  Pharmacy., 38(1493), 1987","Streptomycin"
"19649","mouse","LD50","subcutaneous",520,"NULL","British Journal of Pharmacology and Chemotherapy., 15(496), 1960 [PMID:13681273]","Streptomycin"
"19649","mouse","LD50","unreported",90,"NULL","Arzneimittel-Forschung. Drug Research., 5(213), 1955 [PMID:14389152]","Streptomycin"
"19649","dog","LDLo","subcutaneous",300,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","monkey","LDLo","subcutaneous",400,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","cat","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","cat","LDLo","intravenous",150,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","rabbit","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","rabbit","LDLo","intravenous",175,"NULL","Naturwissenschaften., 43(183), 1956","Streptomycin"
"19649","guinea pig","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","mouse","LD50","intraperitoneal",525,"NULL","Strahlentherapie., 127(245), 1965 [PMID:5834417]","Streptomycin"
"1982","rat","LD50","oral",700,"NULL","United States Patent Document., #3716600","Acephate"
"1982","rat","LD50","skin",2500,"NULL","Fundamental and Applied Toxicology., 7(299), 1986","Acephate"
"1982","mouse","LD50","oral",233,"NULL","Zhonghua Yufangyixue Zazhi.  Chinese Journal of Preventive Medicine., 14(226), 1980 [PMID:7238189]","Acephate"
"1982","dog","LDLo","oral",681,"NULL","Guide to the Chemicals Used in Crop Protection., 6(1), 1973","Acephate"
"1982","chicken","LD50","oral",800,"NULL","Neurotoxicology., 11(483), 1990 [PMID:2284053]","Acephate"
"1982","chicken","LD50","unreported",568,"NULL","Defense des Vegetaux., 28(231), 1974","Acephate"
"1982","duck","LD50","oral",350,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(4), 1976","Acephate"
"1982","bird - wild","LD50","oral",140,"NULL","Pesticide Manual., 9(4), 1991","Acephate"
"1982","mammal (species unspecified)","LD50","oral",321,"NULL","Archives of Environmental Contamination and Toxicology., 13(483), 1984 [PMID:6380419]","Acephate"
"1982","bird - domestic","LD50","oral",106,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Archives of Environmental Contamination and Toxicology., 10(185), 1981 [PMID:7224670]","Acephate"
"1988","rat","LD50","oral",763,"NULL","Problemi na Khigienata.  Problems in Hygiene., 15(96), 1990 [PMID:2099469]","Acetochlor"
"1988","rat","LD50","intraperitoneal",1200,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985","Acetochlor"
"1988","mouse","LD50","oral",1550,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985","Acetochlor"
"1988","rabbit","LD50","oral",600,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 53(5)(84), 1988","Acetochlor"
"1988","rabbit","LDLo","skin",1260,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); LIVER: OTHER CHANGES","National Technical Information Service., OTS0536766","Acetochlor"
"2078","rat","LD50","oral",930,"NULL","Toxicology and Industrial Health., 3(383), 1987 [PMID:3686540]","Alachlor"
"2078","rat","LD50","skin",1200,"NULL","Yakkyoku.  Pharmacy., 38(89), 1987","Alachlor"
"2078","rat","LDLo","intraperitoneal",600,"LIVER: OTHER CHANGES","Toxicologist., 48(392), 1999","Alachlor"
"2078","mouse","LD50","oral",462,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977","Alachlor"
"2078","rabbit","LD50","oral",1740,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(75), 1999","Alachlor"
"2078","rabbit","LD50","skin",3500,"NULL","Guide to the Chemicals Used in Crop Protection., 6(3), 1973","Alachlor"
"2078","mammal (species unspecified)","LD50","unreported",1200,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(126), 1971","Alachlor"
"21307","rat","LD50","oral",430,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin"
"21307","rat","LD50","skin",1050,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin"
"21307","mouse","LD50","oral",3200,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin"
"21307","mammal (species unspecified)","LD50","unreported",3200,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(423), 1971","Carboxin"
"21873022","rabbit","LD50","oral",4500,"NULL","Weeds and Weed Control., 28(1), 1987","Imazamethabenz"
"21954","rat","LD50","oral",3800,"NULL","World Review of Pest Control., 9(119), 1970","Maleic hydrazide"
"22188","rat","LD50","parenteral",7500,"NULL","Defense des Vegetaux., 26(5), 1972","Terbacil"
"22188","rat","LD50","oral",1700,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., OTS0570807","Terbacil"
"2328","rat","LD50","oral",1100,"NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone"
"2328","rat","LD50","skin",2500,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone"
"2328","rat","LD50","parenteral",1100,"NULL","Defense des Vegetaux., 26(5), 1972","Bentazone"
"2328","mouse","LD50","oral",1130,"NULL","Yakkyoku.  Pharmacy., 37(319), 1986","Bentazone"
"2328","dog","LD50","oral",450,"NULL","Pesticide Science., 3(242a), 1972","Bentazone"
"2328","cat","LD50","oral",500,"NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone"
"2328","rabbit","LD50","oral",750,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone"
"2328","quail","LD50","oral",720,"NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone"
"23664719","rat","LD50","oral",700,"NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate"
"23664719","rabbit","LD50","oral",102,"BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate"
"23664719","rabbit","LD50","skin",2500,"NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate"
"23664719","cattle","LD50","oral",230,"NULL","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate"
"23664719","mammal (species unspecified)","LD50","unreported",50,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(260), 1971","Monosodium methanearsonate"
"23664719","mouse","LD50","oral",300,"NULL","Bulletin of Environmental Contamination and Toxicology., 22(143), 1979 [PMID:465771]","Monosodium methanearsonate"
"23665571","rat","LC50","inhalation",5610,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999","Potassium oleate"
"23978","rabbit","LDLo","subcutaneous",375,"LIVER: HEPATITIS (HEPATOCELLULAR NECROSIS), ZONAL; LIVER: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: OTHER CHANGES","American Journal of Pathology., 1(117), 1925","Copper"
"23994","duck","LDLo","oral",388,"AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; BEHAVIORAL: ATAXIA; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Journal of Wildlife Diseases., 36(111), 2000 [PMID:10682752]","Zinc"
"24462","man","LDLo","oral",857,"GASTROINTESTINAL: NAUSEA OR VOMITING","Archiv fuer Toxikologie., 17(20), 1958","Cupric Sulfate"
"24462","child","TDLo","oral",150,"KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA","American Journal of Diseases of Children., 131(149), 1977 [PMID:835530]","Cupric Sulfate"
"24462","human","LDLo","oral",50,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: HEMORRHAGE","JAMA, Journal of the American Medical Association., 235(801), 1976","Cupric Sulfate"
"24462","rat","LD50","oral",300,"NULL","Antifungal Compounds, Siegel, M.R., and H.D. Sisler, eds., 2 vols., New York, Marcel Dekker 1977, 1(507), 1977","Cupric Sulfate"
"24462","rat","LD50","intraperitoneal",20,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate"
"24462","rat","LD50","subcutaneous",43,"NULL","Proceedings of the European Society of Toxicology., 16(252), 1975","Cupric Sulfate"
"24462","rat","LD50","unreported",520,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982","Cupric Sulfate"
"24462","mouse","LD50","oral",369,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate"
"24462","rabbit","LD50","intravenous",10,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Industrial Hygiene and Toxicology., 31(301), 1949","Cupric Sulfate"
"24462","guinea pig","LDLo","intravenous",2,"NULL","Environmental Quality and Safety, Supplement., 1(1), 1975 [PMID:1057514]","Cupric Sulfate"
"24462","frog","LDLo","intravenous",25,"NULL","Handbook of Toxicology, 4 vols., Philadelphia, W.B. Saunders Co., 1956-59, 1(76), 1955","Cupric Sulfate"
"24462","human","TDLo","oral",11,"GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: NAUSEA OR VOMITING","Lancet., 2(700), 1960 [PMID:13750037]","Cupric Sulfate"
"24743","rat","LD50","oral",9600,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(92), 1977","Desmedipham"
"24743","mouse","LD50","oral",500,"NULL","Pesticide Manual., 9(237), 1991","Desmedipham"
"24743","quail","LD50","oral",2480,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Desmedipham"
"24744","rat","LD50","skin",500,"NULL","World Review of Pest Control., 9(119), 1970","Phenmedipham"
"24744","rat","LD50","unreported",800,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982","Phenmedipham"
"25670","quail","LD50","oral",15,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Terbufos"
"27189","rabbit","LD50","skin",4640,"NULL","Pesticide & Toxic Chemical News., 8(22), 1980","Napropamide"
"2728","rat","LD50","oral",1200,"SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Archives of Environmental Health., 19(621), 1969 [PMID:5350433]","Chlorpropham"
"2728","rat","LD50","intraperitoneal",700,"NULL","Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]","Chlorpropham"
"2728","rat","LD50","unreported",3350,"NULL","Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]","Chlorpropham"
"2728","mouse","LD50","oral",3650,"NULL","Food Additives and Contaminants., 16(173), 1999 [PMID:10560570]","Chlorpropham"
"2728","mouse","LD50","intraperitoneal",2600,"NULL","Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]","Chlorpropham"
"2730","man","TDLo","oral",300,"PERIPHERAL NERVE AND SENSATION: PARESTHESIS; BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: COMA","Archives of Toxicology., 59(176), 1986 [PMID:2434058]","Chlorpyrifos"
"2730","rat","LD50","oral",82,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Chlorpyrifos"
"2730","rat","LD50","skin",202,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Chlorpyrifos"
"2730","rat","LD50","unreported",150,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(339), 1971","Chlorpyrifos"
"2730","mouse","LD50","oral",60,"NULL","Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 13(11), 1978 [PMID:75904]","Chlorpyrifos"
"2730","mouse","LD50","skin",120,"NULL","Yakkyoku.  Pharmacy., 38(745), 1987","Chlorpyrifos"
"2730","guinea pig","LD50","oral",504,"NULL","Farm Chemicals Handbook., -(C74), 1991","Chlorpyrifos"
"2730","guinea pig","LDLo","subcutaneous",100,"NULL","Journal of Economic Entomology., 60(733), 1967","Chlorpyrifos"
"2730","pigeon","LD50","oral",10,"NULL","ASTM Special Technical Publication., (680)(157), 1979","Chlorpyrifos"
"2730","duck","LD50","oral",76,"NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Chlorpyrifos"
"2730","mammal (species unspecified)","LD50","unreported",163,"NULL","Journal of Agricultural and Food Chemistry., 27(712), 1979","Chlorpyrifos"
"2730","bird - wild","LD50","oral",5,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Chlorpyrifos"
"2730","mouse","LD50","intraperitoneal",192,"NULL","Toxicology and Applied Pharmacology., 65(144), 1982 [PMID:6183791]","Chlorpyrifos"
"27982","rat","LD50","oral",3400,"NULL","Zhurnal Eksperimental'noi i Klinicheskoi Meditsiny.  Journal of Experimental and Clinical Medicine., 20(274), 1980","Ethephon"
"27982","mouse","LD50","oral",2850,"NULL","Pharmazie., 32(181), 1977","Ethephon"
"27982","mouse","LD50","intraperitoneal",1500,"NULL","Journal of Agricultural and Food Chemistry., 39(380), 1991","Ethephon"
"27982","rabbit","LD50","skin",5730,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethephon"
"27982","guinea pig","LD50","oral",4200,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(8)(79), 1983","Ethephon"
"27982","quail","LD50","oral",1072,"NULL","Pesticide Manual., 9(341), 1991","Ethephon"
"27982","mammal (species unspecified)","LD50","unreported",4200,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(384), 1971","Ethephon"
"2912","rat","LD50","skin",1600,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A110(1984)","Cypermethrin"
"2912","rat","LD50","intraperitoneal",404,"BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT","Weisheng Dulixue Zazhi.  Journal of Health Toxicology., 3(184), 1989","Cypermethrin"
"2912","rat","LDLo","intravenous",6,"BEHAVIORAL: TREMOR; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Archives of Toxicology., 45(325), 1980 [PMID:7447703]","Cypermethrin"
"2912","rat","LD50","unreported",400,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(10)(70), 1984","Cypermethrin"
"2912","mouse","LD50","intraperitoneal",25,"NULL","Indian Journal of Pharmacology., 22(42), 1990","Cypermethrin"
"2912","rabbit","LD50","oral",1500,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Journal of Environmental Biology., 11(331), 1990","Cypermethrin"
"2912","rabbit","LD50","skin",2400,"NULL","Pesticide Manual., 9(208), 1991","Cypermethrin"
"2912","guinea pig","LD50","oral",500,"NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin"
"2912","hamster","LD50","oral",400,"NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin"
"2912","mammal (species unspecified)","LD50","skin",2355,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 56(4)(83), 1991","Cypermethrin"
"29393","rat","LD50","oral",10000,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(44), 1977","Oryzalin"
"29732","rat","LD50","oral",3500,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(205), 1977","Oxadiazon"
"29732","rat","LD50","skin",5200,"NULL","Nippon Yakurigaku Zasshi.  Japanese Journal of Pharmacology., 69(2)(48P), 1973","Oxadiazon"
"3017","human","TDLo","oral",214,"BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: MUSCLE WEAKNESS; SKIN AND APPENDAGES (SKIN): SWEATING: OTHER","Clinical Toxicology., 12(435), 1978 [PMID:657758]","Diazinon"
"3017","rat","LD50","oral",66,"NULL","Down to Earth., 35(25), 1979","Diazinon"
"3017","rat","LD50","skin",180,"NULL","Proceedings of the Annual Meeting of the New Jersey Mosquito Extermination Association., -(155), 1957","Diazinon"
"3017","rat","LD50","intratracheal",210,"NULL","JAT, Journal of Applied Toxicology., 19(133), 1999 [PMID:10215185]","Diazinon"
"3017","rat","LD50","unreported",250,"NULL","Rinsho Shinkeigaku.  Clinical Neurology., 23(101), 1983","Diazinon"
"3017","mouse","LD50","oral",17,"NULL","Shokuhin Eiseigaku Zasshi.  Food Hygiene Journal., 24(268), 1983","Diazinon"
"3017","mouse","LD50","skin",2750,"NULL","Journal of Toxicology and Environmental Health., 9(491), 1982 [PMID:7097799]","Diazinon"
"3017","mouse","LD50","intraperitoneal",33,"NULL","Toxicology and Applied Pharmacology., 2(495), 1960 [PMID:13750404]","Diazinon"
"3017","mouse","LD50","subcutaneous",58,"NULL","Osaka Igaku Zasshi., 71(6099), 1959","Diazinon"
"3017","mouse","LD50","intravenous",180,"NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#00023","Diazinon"
