"cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname"
"2319","chicken","LD50","oral",2,"NULL","Pesticide Manual., 9(56), 1991","Benfluralin"
"2319","quail","LD50","oral",2,"NULL","Pesticide Manual., 9(56), 1991","Benfluralin"
"2319","duck","LD50","oral",2,"NULL","Pesticide Manual., 9(56), 1991","Benfluralin"
"2328","rat","LD50","oral",1100,"NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone"
"2328","rat","LC50","inhalation",5100,"NULL","Pesticide Manual., 9(65), 1991","Bentazone"
"2328","rat","LD50","skin",2500,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone"
"2328","rat","LD50","parenteral",1100,"NULL","Defense des Vegetaux., 26(5), 1972","Bentazone"
"2328","mouse","LD50","oral",1130,"NULL","Yakkyoku.  Pharmacy., 37(319), 1986","Bentazone"
"2328","dog","LD50","oral",450,"NULL","Pesticide Science., 3(242a), 1972","Bentazone"
"2328","cat","LD50","oral",500,"NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone"
"2328","rabbit","LD50","oral",750,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone"
"2328","quail","LD50","oral",720,"NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone"
"2328","duck","LD50","oral",15,"NULL","Defense des Vegetaux., 27(78), 1973","Bentazone"
"23664719","rat","LD50","oral",700,"NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate"
"23664719","rat","LC50","inhalation",20,"NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate"
"23664719","rabbit","LD50","oral",102,"BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate"
"23664719","rabbit","LC50","inhalation",20,"NULL","Farm Chemicals Handbook., -(C52), 1991","Monosodium methanearsonate"
"23664719","rabbit","LD50","skin",2500,"NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate"
"23664719","cattle","LD50","oral",230,"NULL","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate"
"23664719","mammal (species unspecified)","LD50","unreported",50,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(260), 1971","Monosodium methanearsonate"
"23664719","mouse","LD50","oral",300,"NULL","Bulletin of Environmental Contamination and Toxicology., 22(143), 1979 [PMID:465771]","Monosodium methanearsonate"
"23665571","rat","LD50","oral",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999","Potassium oleate"
"23665571","rat","LC50","inhalation",5610,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999","Potassium oleate"
"23665571","rat","LD50","skin",2,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999","Potassium oleate"
"23665571","mouse","LD50","oral",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999","Potassium oleate"
"23978","human","TDLo","oral",120,"GASTROINTESTINAL: NAUSEA OR VOMITING","Public Health Reports., 73(910), 1958 [PMID:13591476]","Copper"
"23978","mouse","LD50","intraperitoneal",3500,"NULL","Patty's Industrial Hygiene and Toxicology, 3rd rev. ed., Clayton, G.D., and F.E. Clayton, eds., New York, John Wiley & Sons, Inc., 1978-82.  Vol. 3 originally pub. in 1979; pub. as 2n rev. ed. in 1985., 2A(1623), 1981","Copper"
"23978","rabbit","LDLo","subcutaneous",375,"LIVER: HEPATITIS (HEPATOCELLULAR NECROSIS), ZONAL; LIVER: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: OTHER CHANGES","American Journal of Pathology., 1(117), 1925","Copper"
"23994","human","TCLo","inhalation",124,"LUNGS, THORAX, OR RESPIRATION: COUGH; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): SWEATING: OTHER","Archiv fuer Hygiene., 72(358), 1910","Zinc"
"23994","duck","LDLo","oral",388,"AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; BEHAVIORAL: ATAXIA; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Journal of Wildlife Diseases., 36(111), 2000 [PMID:10682752]","Zinc"
"24462","women","TDLo","oral",2100,"GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: OTHER CHANGES","Toxicologist., 54(73), 2000","Cupric Sulfate"
"24462","man","LDLo","oral",857,"GASTROINTESTINAL: NAUSEA OR VOMITING","Archiv fuer Toxikologie., 17(20), 1958","Cupric Sulfate"
"24462","child","TDLo","oral",150,"KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA","American Journal of Diseases of Children., 131(149), 1977 [PMID:835530]","Cupric Sulfate"
"24462","human","LDLo","oral",50,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: HEMORRHAGE","JAMA, Journal of the American Medical Association., 235(801), 1976","Cupric Sulfate"
"24462","rat","LD50","oral",300,"NULL","Antifungal Compounds, Siegel, M.R., and H.D. Sisler, eds., 2 vols., New York, Marcel Dekker 1977, 1(507), 1977","Cupric Sulfate"
"24462","rat","LD50","intraperitoneal",20,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate"
"24462","rat","LD50","subcutaneous",43,"NULL","Proceedings of the European Society of Toxicology., 16(252), 1975","Cupric Sulfate"
"24462","rat","LD50","intravenous",48900,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate"
"24462","rat","LD50","unreported",520,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982","Cupric Sulfate"
"24462","mouse","LD50","oral",369,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate"
"24462","mouse","LDLo","subcutaneous",500,"NULL","Tokyo Joshi Ika Daigaku Zasshi.  Journal of Tokyo Women's Medical College., 48(313), 1978","Cupric Sulfate"
"24462","mouse","LD50","intravenous",23300,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate"
"24462","rabbit","LD50","intravenous",10,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Industrial Hygiene and Toxicology., 31(301), 1949","Cupric Sulfate"
"24462","guinea pig","LDLo","intravenous",2,"NULL","Environmental Quality and Safety, Supplement., 1(1), 1975 [PMID:1057514]","Cupric Sulfate"
"24462","frog","LDLo","intravenous",25,"NULL","Handbook of Toxicology, 4 vols., Philadelphia, W.B. Saunders Co., 1956-59, 1(76), 1955","Cupric Sulfate"
"24462","mouse","LD50","intraperitoneal",7182,"NULL","Comptes Rendus Hebdomadaires des Seances, Academie des Sciences., 256(1043), 1963 [PMID:13968180]","Cupric Sulfate"
"24462","women","LDLo","oral",47320,"GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; LIVER: HEPATITIS (HEPATOCELLULAR NECROSIS), DIFFUSE; KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS)","Nephron., 15(74), 1975 [PMID:1128758]","Cupric Sulfate"
"24462","human","TDLo","oral",11,"GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: NAUSEA OR VOMITING","Lancet., 2(700), 1960 [PMID:13750037]","Cupric Sulfate"
"24743","rat","LD50","oral",9600,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(92), 1977","Desmedipham"
"24743","mouse","LD50","oral",500,"NULL","Pesticide Manual., 9(237), 1991","Desmedipham"
"24743","rabbit","LD50","skin",2,"NULL","Farm Chemicals Handbook., -(C99), 1991","Desmedipham"
"24743","quail","LD50","oral",2480,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Desmedipham"
"24744","rat","LD50","oral",4,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(4)(16), 1984","Phenmedipham"
"24744","rat","LD50","skin",500,"NULL","World Review of Pest Control., 9(119), 1970","Phenmedipham"
"24744","rat","LD50","unreported",800,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982","Phenmedipham"
"24744","mouse","LD50","oral",8,"NULL","Pesticide Manual., 9(665), 1991","Phenmedipham"
"24744","dog","LD50","oral",4,"NULL","Pesticide Manual., 9(665), 1991","Phenmedipham"
"24744","rabbit","LD50","skin",10,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A319(1983)","Phenmedipham"
"24744","guinea pig","LD50","oral",4,"NULL","Pesticide Manual., 9(665), 1991","Phenmedipham"
"24744","chicken","LD50","oral",3,"NULL","Pesticide Manual., 9(665), 1991","Phenmedipham"
"24744","mammal (species unspecified)","LD50","unreported",3,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(204), 1971","Phenmedipham"
"25670","rat","LD50","oral",1600,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A382(1983)","Terbufos"
"25670","rat","LD50","skin",7400,"NULL","Pesticide Manual., 9(795), 1991","Terbufos"
"25670","mouse","LD50","oral",3500,"NULL","Farm Chemicals Handbook., -(C297), 1991","Terbufos"
"25670","rabbit","LD50","skin",1100,"NULL","Farm Chemicals Handbook., -(C297), 1991","Terbufos"
"25670","quail","LD50","oral",15,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Terbufos"
"27189","rat","LD50","oral",5,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(59), 1977","Napropamide"
"27189","rat","LD50","parenteral",5,"NULL","Defense des Vegetaux., 26(5), 1972","Napropamide"
"27189","mouse","LD50","oral",5,"NULL","Niigata Igakkai Zasshi.  Niigata Medical Journal., 87(289), 1973","Napropamide"
"27189","mouse","LD50","intraperitoneal",1,"NULL","Niigata Igakkai Zasshi.  Niigata Medical Journal., 87(289), 1973","Napropamide"
"27189","mouse","LD50","subcutaneous",1,"NULL","Niigata Igakkai Zasshi.  Niigata Medical Journal., 87(289), 1973","Napropamide"
"27189","rabbit","LD50","skin",4640,"NULL","Pesticide & Toxic Chemical News., 8(22), 1980","Napropamide"
"27189","guinea pig","LD50","skin",2,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A292(1983)","Napropamide"
"2728","rat","LD50","oral",1200,"SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Archives of Environmental Health., 19(621), 1969 [PMID:5350433]","Chlorpropham"
"2728","rat","LD50","intraperitoneal",700,"NULL","Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]","Chlorpropham"
"2728","rat","LD50","unreported",3350,"NULL","Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]","Chlorpropham"
"2728","mouse","LD50","oral",3650,"NULL","Food Additives and Contaminants., 16(173), 1999 [PMID:10560570]","Chlorpropham"
"2728","mouse","LD50","intraperitoneal",2600,"NULL","Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales., 175(496), 1981 [PMID:6457673]","Chlorpropham"
"2728","duck","LD50","unreported",2,"NULL","Farm Chemicals Handbook., -(C73), 1991","Chlorpropham"
"2728","mammal (species unspecified)","LD50","unreported",3,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(200), 1971","Chlorpropham"
"2728","rabbit","LD50","oral",5,"NULL","Pharmacological Reviews., 14(225), 1962 [PMID:13883209]","Chlorpropham"
"2730","man","TDLo","oral",300,"PERIPHERAL NERVE AND SENSATION: PARESTHESIS; BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: COMA","Archives of Toxicology., 59(176), 1986 [PMID:2434058]","Chlorpyrifos"
"2730","rat","LD50","oral",82,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Chlorpyrifos"
"2730","rat","LC50","inhalation",200,"NULL","Pesticide Manual., 9(166), 1991","Chlorpyrifos"
"2730","rat","LD50","skin",202,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Chlorpyrifos"
"2730","rat","LD50","unreported",150,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(339), 1971","Chlorpyrifos"
"2730","mouse","LD50","oral",60,"NULL","Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 13(11), 1978 [PMID:75904]","Chlorpyrifos"
"2730","mouse","LD50","skin",120,"NULL","Yakkyoku.  Pharmacy., 38(745), 1987","Chlorpyrifos"
"2730","rabbit","LD50","oral",1,"NULL","Special Publication of the Entomological Society of America., 78-1(45), 1978","Chlorpyrifos"
"2730","rabbit","LD50","skin",2,"NULL","Guide to the Chemicals Used in Crop Protection., 6(203), 1973","Chlorpyrifos"
"2730","guinea pig","LD50","oral",504,"NULL","Farm Chemicals Handbook., -(C74), 1991","Chlorpyrifos"
"2730","guinea pig","LDLo","subcutaneous",100,"NULL","Journal of Economic Entomology., 60(733), 1967","Chlorpyrifos"
"2730","pigeon","LD50","oral",10,"NULL","ASTM Special Technical Publication., (680)(157), 1979","Chlorpyrifos"
"2730","quail","LD50","oral",13300,"NULL","ASTM Special Technical Publication., (680)(157), 1979","Chlorpyrifos"
"2730","duck","LD50","oral",76,"NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Chlorpyrifos"
"2730","mammal (species unspecified)","LD50","unreported",163,"NULL","Journal of Agricultural and Food Chemistry., 27(712), 1979","Chlorpyrifos"
"2730","bird - wild","LD50","oral",5,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Chlorpyrifos"
"2730","mouse","LD50","intraperitoneal",192,"NULL","Toxicology and Applied Pharmacology., 65(144), 1982 [PMID:6183791]","Chlorpyrifos"
"2730","chicken","LD50","oral",25400,"PERIPHERAL NERVE AND SENSATION: FLACCID PARALYSIS WITHOUT ANESTHESIA (USUALLY NEUROMUSCULAR BLOCKAGE); BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 11(49), 1967 [PMID:6056155]","Chlorpyrifos"
"27982","rat","LD50","oral",3400,"NULL","Zhurnal Eksperimental'noi i Klinicheskoi Meditsiny.  Journal of Experimental and Clinical Medicine., 20(274), 1980","Ethephon"
"27982","rat","LC50","inhalation",90,"NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(1120), 1986","Ethephon"
"27982","mouse","LD50","oral",2850,"NULL","Pharmazie., 32(181), 1977","Ethephon"
"27982","mouse","LD50","intraperitoneal",1500,"NULL","Journal of Agricultural and Food Chemistry., 39(380), 1991","Ethephon"
"27982","rabbit","LD50","oral",5,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(8)(79), 1983","Ethephon"
"27982","rabbit","LD50","skin",5730,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethephon"
"27982","guinea pig","LD50","oral",4200,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(8)(79), 1983","Ethephon"
"27982","quail","LD50","oral",1072,"NULL","Pesticide Manual., 9(341), 1991","Ethephon"
"27982","mammal (species unspecified)","LD50","unreported",4200,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(384), 1971","Ethephon"
"2912","rat","LD50","oral",57500,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Journal of Environmental Biology., 11(331), 1990","Cypermethrin"
"2912","rat","LC50","inhalation",7889,"NULL","Defense des Vegetaux., 39(236)(3), 1985","Cypermethrin"
"2912","rat","LD50","skin",1600,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A110(1984)","Cypermethrin"
"2912","rat","LD50","intraperitoneal",404,"BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT","Weisheng Dulixue Zazhi.  Journal of Health Toxicology., 3(184), 1989","Cypermethrin"
"2912","rat","LDLo","intravenous",6,"BEHAVIORAL: TREMOR; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Archives of Toxicology., 45(325), 1980 [PMID:7447703]","Cypermethrin"
"2912","rat","LD50","unreported",400,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(10)(70), 1984","Cypermethrin"
"2912","mouse","LD50","intraperitoneal",25,"NULL","Indian Journal of Pharmacology., 22(42), 1990","Cypermethrin"
"2912","rabbit","LD50","oral",1500,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Journal of Environmental Biology., 11(331), 1990","Cypermethrin"
"2912","rabbit","LD50","skin",2400,"NULL","Pesticide Manual., 9(208), 1991","Cypermethrin"
"2912","guinea pig","LD50","oral",500,"NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin"
"2912","hamster","LD50","oral",400,"NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin"
"2912","chicken","LD50","oral",7,"BEHAVIORAL: TREMOR; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","JAT, Journal of Applied Toxicology., 7(367), 1987 [PMID:3429761]","Cypermethrin"
"2912","chicken","LD50","unreported",2,"NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin"
"2912","mammal (species unspecified)","LD50","skin",2355,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 56(4)(83), 1991","Cypermethrin"
"2912","bird - domestic","LD50","unreported",3,"NULL","Defense des Vegetaux., 34(3), 1980","Cypermethrin"
"2912","mouse","LD50","oral",24570,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Journal of Environmental Biology., 11(331), 1990","Cypermethrin"
"29393","rat","LD50","oral",10000,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(44), 1977","Oryzalin"
"29393","mouse","LD50","oral",10,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A305(1983)","Oryzalin"
"29393","dog","LD50","oral",1,"NULL","Pesticide Manual., 9(632), 1991","Oryzalin"
"29393","cat","LD50","oral",1,"NULL","Pesticide Manual., 9(632), 1991","Oryzalin"
"29393","rabbit","LD50","skin",2,"NULL","Pesticide Manual., 9(632), 1991","Oryzalin"
"29393","chicken","LD50","oral",1,"NULL","Pesticide Manual., 9(632), 1991","Oryzalin"
"29393","gerbil","LD50","oral",10,"NULL","Pesticide Manual., 9(632), 1991","Oryzalin"
"29732","rat","LD50","oral",3500,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(205), 1977","Oxadiazon"
"29732","rat","LC50","inhalation",200,"NULL","Defense des Vegetaux., 39(231)(19), 1985","Oxadiazon"
"29732","rat","LD50","skin",5200,"NULL","Nippon Yakurigaku Zasshi.  Japanese Journal of Pharmacology., 69(2)(48P), 1973","Oxadiazon"
"29732","mouse","LD50","oral",12,"NULL","Defense des Vegetaux., 39(231)(19), 1985","Oxadiazon"
"29732","rabbit","LD50","skin",2,"NULL","Farm Chemicals Handbook., -(C226), 1991","Oxadiazon"
"29732","quail","LD50","oral",6,"NULL","Pesticide Manual., 9(634), 1991","Oxadiazon"
"29732","duck","LD50","oral",1,"NULL","Pesticide Manual., 9(634), 1991","Oxadiazon"
"3017","human","TDLo","oral",214,"BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: MUSCLE WEAKNESS; SKIN AND APPENDAGES (SKIN): SWEATING: OTHER","Clinical Toxicology., 12(435), 1978 [PMID:657758]","Diazinon"
"3017","rat","LD50","oral",66,"NULL","Down to Earth., 35(25), 1979","Diazinon"
"3017","rat","LC50","inhalation",3500,"NULL","Farm Chemicals Handbook., -(C101), 1991","Diazinon"
"3017","rat","LD50","skin",180,"NULL","Proceedings of the Annual Meeting of the New Jersey Mosquito Extermination Association., -(155), 1957","Diazinon"
"3017","rat","LD50","intratracheal",210,"NULL","JAT, Journal of Applied Toxicology., 19(133), 1999 [PMID:10215185]","Diazinon"
"3017","rat","LD50","unreported",250,"NULL","Rinsho Shinkeigaku.  Clinical Neurology., 23(101), 1983","Diazinon"
"3017","mouse","LD50","oral",17,"NULL","Shokuhin Eiseigaku Zasshi.  Food Hygiene Journal., 24(268), 1983","Diazinon"
"3017","mouse","LC50","inhalation",1600,"NULL","Proceedings of the European Society for the Study of Drug Toxicity., 15(239), 1974","Diazinon"
"3017","mouse","LD50","skin",2750,"NULL","Journal of Toxicology and Environmental Health., 9(491), 1982 [PMID:7097799]","Diazinon"
"3017","mouse","LD50","intraperitoneal",33,"NULL","Toxicology and Applied Pharmacology., 2(495), 1960 [PMID:13750404]","Diazinon"
"3017","mouse","LD50","subcutaneous",58,"NULL","Osaka Igaku Zasshi., 71(6099), 1959","Diazinon"
"3017","mouse","LD50","intravenous",180,"NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#00023","Diazinon"
"3017","rabbit","LD50","oral",143,"NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon"
"3017","rabbit","LD50","skin",3600,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A131(1983)","Diazinon"
"3017","pig","LD50","oral",320,"NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon"
"3017","pig","LD50","skin",633,"NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon"
"3017","guinea pig","LD50","oral",250,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Diazinon"
"3017","guinea pig","LC50","inhalation",5500,"NULL","Proceedings of the European Society for the Study of Drug Toxicity., 15(239), 1974","Diazinon"
"3017","pigeon","LD50","oral",3160,"NULL","ASTM Special Technical Publication., (680)(157), 1979","Diazinon"
"3017","chicken","LD50","oral",8400,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Diazinon"
"3017","quail","LD50","oral",4210,"NULL","ASTM Special Technical Publication., (680)(157), 1979","Diazinon"
"3017","duck","LD50","oral",3500,"NULL","Down to Earth., 35(25), 1979","Diazinon"
"3017","mammal (species unspecified)","LD50","unreported",76,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(338), 1971","Diazinon"
"3017","bird - wild","LD50","oral",2,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Diazinon"
"3017","rat","LD50","intraperitoneal",65,"NULL","Arzneimittel-Forschung. Drug Research., 5(436), 1955 [PMID:13276245]","Diazinon"
"3030","rat","LD50","oral",1039,"NULL","Fundamental and Applied Toxicology., 7(299), 1986","Dicamba"
"3030","rat","LD50","skin",1,"NULL","World Review of Pest Control., 9(119), 1970","Dicamba"
"3030","mouse","LD50","oral",1190,"NULL","Hygiene and Sanitation, 35(7-9)(14), 1970","Dicamba"
"3030","mouse","LD50","unreported",700,"NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Dicamba"
"3030","rabbit","LD50","oral",2,"NULL","Hygiene and Sanitation, 35(7-9)(14), 1970","Dicamba"
"3030","rabbit","LD50","skin",2,"NULL","Pesticide Manual., 9(245), 1991","Dicamba"
"3030","guinea pig","LD50","oral",3,"NULL","Hygiene and Sanitation, 35(7-9)(14), 1970","Dicamba"
"3030","mammal (species unspecified)","LD50","unreported",1,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(147), 1971","Dicamba"
